image_name,ground_truth,svm_preds,nn_preds,nn_score_0,nn_score_1,nn_score_2,nn_score_3,nn_score_4,top_2_difference_under_0.02
1161.jpg,4,2,1,1.8852319e-18,1.0,1.8348878e-11,5.3770977e-21,7.3529785e-38,False
1162.jpg,2,4,3,4.4809036e-37,6.9483624e-32,0.0,1.3516861e-09,3.096792e-31,True
1162.jpg,4,3,3,1.7780967e-07,0.0,0.00040360176,0.006253728,4.043005e-37,True
1162.jpg,4,4,3,4.4809036e-37,6.9483624e-32,0.0,1.3516861e-09,3.096792e-31,True
1163.jpg,4,2,2,3.0025837e-09,7.535089e-20,0.6371702,0.0038085068,1.917831e-24,False
1163.jpg,4,4,2,0.0,1.2114411e-30,0.00014082507,4.053167e-06,6.7837886e-37,True
1163.jpg,4,2,2,3.0025837e-09,7.535089e-20,0.6371702,0.0038085068,1.917831e-24,False
1164.jpg,3,3,3,6.172811e-11,2.5693863e-25,0.9992132,0.9999993,1.9427222e-28,True
1164.jpg,4,3,3,1.5652176e-11,8.0489445e-37,0.39992848,0.9990796,3.1304911e-37,False
1164.jpg,4,3,3,6.172811e-11,2.5693863e-25,0.9992132,0.9999993,1.9427222e-28,True
1165.jpg,2,2,2,8.1082975e-30,7.089995e-12,1.0,4.1773398e-14,7.121508e-30,False
1165.jpg,4,4,1,1.2231664e-22,1.1708936e-17,1.3802425e-35,1.3198922e-22,3.3081438e-32,True
1165.jpg,4,3,3,3.4068075e-17,0.0,1.00774595e-17,2.779593e-07,1.425457e-37,True
1166.jpg,0,4,2,5.1565924e-26,2.9125752e-24,3.5423707e-07,5.7173314e-14,4.937685e-31,True
1166.jpg,4,4,2,1.3805554e-32,1.4470639e-24,1.5330124e-07,4.4121843e-25,9.161326e-33,True
1166.jpg,4,4,2,1.3805554e-32,1.4470639e-24,1.5330124e-07,4.4121843e-25,9.161326e-33,True
1167.jpg,4,3,3,2.7244062e-23,0.0,0.03145873,1.0,1.4157257e-35,False
1167.jpg,4,2,2,1.6147771e-33,0.00021985314,1.0,9.487302e-15,1.4001931e-35,False
1167.jpg,4,3,3,2.7244062e-23,0.0,0.03145873,1.0,1.4157257e-35,False
1168.jpg,4,2,3,0.0,0.0,0.15638627,0.99999964,1.496385e-32,False
1168.jpg,4,1,1,3.1391077e-33,1.0,0.0,1.2134885e-25,4.1453592e-30,False
1168.jpg,4,2,3,0.0,0.0,0.15638627,0.99999964,1.496385e-32,False
117.jpg,1,1,1,2.589519e-17,1.0,7.3352035e-19,6.034151e-16,3.2241538e-28,False
1170.jpg,4,3,3,5.1359135e-29,0.0,3.9459775e-07,7.6109177e-06,5.704551e-30,True
1170.jpg,4,3,3,6.804554e-28,1.8652469e-31,1.996641e-17,0.8106346,4.9769226e-32,False
1171.jpg,4,1,1,2.3095552e-38,0.9999993,2.6780213e-20,4.3816994e-10,4.2345527e-33,False
1171.jpg,4,3,3,1.636865e-37,0.0,0.00027861845,1.0,2.3123427e-29,False
1171.jpg,4,3,3,1.636865e-37,0.0,0.00027861845,1.0,2.3123427e-29,False
1172.jpg,4,3,3,3.485147e-05,0.0,0.0006996492,0.0009364166,1.5758314e-33,True
1173.jpg,1,1,1,5.416896e-09,1.0,6.513545e-27,3.6956339e-22,7.7791117e-28,False
1173.jpg,4,1,1,4.302667e-17,1.0,1.4382619e-27,9.9466655e-15,1.6909259e-30,False
1174.jpg,4,2,2,0.0,1.4048879e-06,0.9984188,2.2790662e-13,1.4357537e-31,False
1174.jpg,4,3,3,0.0,3.0054957e-27,1.8827945e-34,0.9996698,3.166825e-29,False
1175.jpg,4,3,3,8.448606e-25,2.1099336e-26,3.058123e-08,0.9974366,0.0,False
1175.jpg,4,3,3,7.054177e-32,1.6481665e-24,1.495307e-09,0.04215445,3.485565e-38,False
1175.jpg,4,3,3,7.054177e-32,1.6481665e-24,1.495307e-09,0.04215445,3.485565e-38,False
1176.jpg,3,3,3,9.025085e-12,0.0,3.8746006e-15,0.99999654,6.8774494e-33,False
1176.jpg,4,3,3,9.025085e-12,0.0,3.8746006e-15,0.99999654,6.8774494e-33,False
1177.jpg,4,3,3,1.526547e-22,0.0,1.7677725e-13,0.00010197436,9.820094e-39,True
1177.jpg,4,2,2,3.4384285e-25,3.4550884e-17,1.0,2.7383404e-13,1.5137041e-35,False
1178.jpg,4,3,3,0.0,1.0472549e-24,0.0,3.3583717e-15,8.396758e-30,True
1178.jpg,4,3,3,5.52839e-07,4.1511058e-29,2.9872597e-15,0.0047834283,1.817829e-26,True
1179.jpg,4,3,3,0.0,1.3461677e-27,0.0,1.0,3.0156146e-26,False
1179.jpg,4,3,0,2.2899361e-05,3.1823915e-26,1.747423e-18,1.9971405e-09,2.5911721e-30,True
1179.jpg,4,3,3,0.0,1.3461677e-27,0.0,1.0,3.0156146e-26,False
118.jpg,2,2,2,1.081934e-16,8.343793e-36,1.0,1.0303605e-12,0.0,False
1180.jpg,1,1,1,0.0,1.0,2.11016e-25,6.4674736e-05,9.098229e-31,False
1180.jpg,4,3,2,2.0649412e-22,0.0,3.9364338e-08,2.3419742e-11,3.2543288e-28,True
1180.jpg,4,1,1,0.0,1.0,2.11016e-25,6.4674736e-05,9.098229e-31,False
1181.jpg,2,3,3,9.389807e-21,2.033548e-29,2.7545386e-27,3.6617534e-05,3.4584617e-26,True
1181.jpg,4,3,3,9.389807e-21,2.033548e-29,2.7545386e-27,3.6617534e-05,3.4584617e-26,True
1182.jpg,4,2,2,0.0,3.139235e-28,1.0,1.6429334e-14,3.9171148e-32,False
1182.jpg,4,3,3,3.6982556e-06,2.1030959e-33,1.1234643e-11,0.9999511,3.3331446e-27,False
1183.jpg,4,2,2,2.6975826e-21,2.0629146e-10,0.0003493192,0.00013210798,8.649469e-29,True
1183.jpg,4,4,3,4.1295036e-12,2.2579726e-32,6.3401407e-15,0.006135402,6.2264228e-34,True
1183.jpg,4,2,2,2.6975826e-21,2.0629146e-10,0.0003493192,0.00013210798,8.649469e-29,True
1184.jpg,4,3,3,3.3635407e-14,5.0351064e-25,2.8932236e-13,1.0,1.6040924e-28,False
1184.jpg,4,3,3,1.6876957e-13,1.9221105e-14,1.568751e-14,0.6078691,2.6529267e-20,False
1184.jpg,4,3,3,3.3635407e-14,5.0351064e-25,2.8932236e-13,1.0,1.6040924e-28,False
1185.jpg,4,0,0,0.9342798,4.409832e-31,2.992215e-19,0.001096084,9.993954e-35,False
1185.jpg,4,3,2,6.6356325e-19,0.0,0.999435,1.5673373e-09,5.0101712e-36,False
1185.jpg,4,0,0,0.9342798,4.409832e-31,2.992215e-19,0.001096084,9.993954e-35,False
1186.jpg,2,3,3,0.0,0.0,2.9439296e-13,1.235808e-08,3.515649e-39,True
1186.jpg,4,3,3,4.5385503e-15,0.0,1.058436e-13,0.9999628,2.456435e-32,False
1187.jpg,4,0,0,0.99999964,1.7042569e-33,0.14540452,3.1621478e-10,2.8946338e-30,False
1187.jpg,4,3,1,0.0,1.3131322e-11,1.8304542e-16,2.5492473e-16,1.9120482e-36,True
1187.jpg,4,3,1,0.0,1.3131322e-11,1.8304542e-16,2.5492473e-16,1.9120482e-36,True
1188.jpg,0,4,3,3.89959e-28,1.8066305e-33,3.508683e-39,1.1227359e-15,1.088398e-27,True
1188.jpg,4,3,0,0.99415356,0.0,1.6064283e-17,0.048961297,2.1181358e-33,False
1189.jpg,4,3,3,7.572863e-21,3.68745e-38,1.1464638e-08,0.045280788,4.480317e-32,False
1189.jpg,4,4,1,0.0,2.7474493e-16,4.8268994e-21,8.0418433e-25,1.2468163e-36,True
119.jpg,2,2,2,0.0,1.068687e-08,1.0,0.00025785985,2.5693672e-17,False
1190.jpg,4,2,2,4.284619e-39,6.805525e-25,1.0,0.9793673,1.4476675e-29,False
1190.jpg,4,2,2,2.1369581e-24,5.7243654e-23,1.0,0.99707794,2.6371166e-27,True
1190.jpg,4,2,2,4.284619e-39,6.805525e-25,1.0,0.9793673,1.4476675e-29,False
1191.jpg,2,2,2,2.9200823e-33,0.0,1.0,7.153412e-13,1.976886e-29,False
1191.jpg,4,4,0,1.0,1.4232317e-26,0.0,5.8498535e-26,8.232764e-34,False
1191.jpg,4,2,2,2.9200823e-33,0.0,1.0,7.153412e-13,1.976886e-29,False
1192.jpg,4,2,2,7.709139e-33,0.0,1.0,8.431903e-12,1.7593983e-30,False
1192.jpg,4,3,3,2.2291917e-31,1.7955848e-38,5.3134306e-09,0.99999976,9.00088e-31,False
1192.jpg,4,2,2,7.709139e-33,0.0,1.0,8.431903e-12,1.7593983e-30,False
1193.jpg,4,3,2,0.0,8.750703e-34,0.99997115,1.03661815e-10,2.6525186e-30,False
1193.jpg,4,3,2,0.0,9.771072e-06,0.09285312,6.055024e-22,3.7741332e-30,False
1194.jpg,4,3,3,4.531789e-21,0.0,4.275207e-20,0.9996735,7.301682e-32,False
1194.jpg,4,3,2,6.4566694e-20,1.4666885e-07,1.0,1.7878425e-05,2.501103e-32,False
1194.jpg,4,3,3,4.531789e-21,0.0,4.275207e-20,0.9996735,7.301682e-32,False
1195.jpg,4,3,3,1.1673336e-19,4.3771173e-31,4.0235388e-16,0.99999917,2.8360372e-38,False
1195.jpg,4,3,3,0.56875503,1.0816282e-24,3.115262e-17,0.9999033,1.23917244e-29,False
1196.jpg,0,0,0,1.0,0.0,1.3252696e-23,0.11459576,1.2948033e-36,False
1196.jpg,4,3,2,1.7754208e-19,0.0,0.0017732928,0.0014098535,2.7478648e-34,True
1196.jpg,4,0,0,1.0,0.0,1.3252696e-23,0.11459576,1.2948033e-36,False
1197.jpg,4,3,3,1.8373422e-19,8.800879e-09,3.086942e-17,0.011130748,2.4436043e-31,True
1197.jpg,4,3,3,9.167808e-30,4.053952e-23,1.5358853e-24,1.0,3.603129e-31,False
1198.jpg,3,3,3,0.9012185,0.0,9.164173e-30,0.99999905,1.2858053e-29,False
1198.jpg,4,3,3,0.9012185,0.0,9.164173e-30,0.99999905,1.2858053e-29,False
1199.jpg,2,3,2,7.085822e-22,1.7870891e-10,1.0,7.284267e-17,8.608646e-23,False
1199.jpg,4,2,3,2.182312e-36,1.6091445e-18,0.9036629,0.99571615,9.752183e-25,False
1199.jpg,4,3,2,7.085822e-22,1.7870891e-10,1.0,7.284267e-17,8.608646e-23,False
12.jpg,0,3,3,8.602434e-17,0.0,1.8951147e-13,0.00043809463,1.938876e-32,True
1200.jpg,4,4,3,1.9949493e-11,2.2245342e-33,9.402145e-12,0.0023945929,1.6681852e-33,True
1200.jpg,4,2,2,7.8078524e-30,1.6155711e-19,4.4425997e-06,2.097191e-11,2.8339378e-24,True
1201.jpg,4,1,1,9.88722e-18,1.0,1.5173429e-17,2.224936e-08,1.2571155e-32,False
1201.jpg,4,1,1,9.88722e-18,1.0,1.5173429e-17,2.224936e-08,1.2571155e-32,False
1202.jpg,4,3,0,0.9999995,1.3021721e-31,4.543361e-17,0.00052491046,1.5437119e-28,False
1202.jpg,4,3,2,5.73744e-15,4.0096502e-08,8.7014166e-07,1.8360095e-13,1.4354468e-24,True
1202.jpg,4,3,0,0.9999995,1.3021721e-31,4.543361e-17,0.00052491046,1.5437119e-28,False
1203.jpg,4,3,2,3.3166625e-08,4.6755633e-17,3.3554903e-07,2.1059101e-14,6.786058e-32,True
1203.jpg,4,3,2,0.0,0.0,1.0,0.6860152,1.17760635e-35,False
1203.jpg,4,3,2,0.0,0.0,1.0,0.6860152,1.17760635e-35,False
1204.jpg,0,0,0,1.0,0.0,1.2156572e-13,2.4493863e-08,1.4455235e-33,False
1204.jpg,4,4,3,1.1231076e-24,0.0,5.0499164e-33,4.9267783e-06,4.3259714e-32,True
1204.jpg,4,0,0,1.0,0.0,1.2156572e-13,2.4493863e-08,1.4455235e-33,False
1205.jpg,0,0,0,1.0,0.0,0.0,7.22436e-08,3.9602663e-32,False
1205.jpg,4,4,3,7.799246e-16,4.0807715e-19,7.2182207e-22,8.2613033e-10,2.2693735e-30,True
1205.jpg,4,4,3,7.799246e-16,4.0807715e-19,7.2182207e-22,8.2613033e-10,2.2693735e-30,True
1206.jpg,4,3,2,1.6056213e-15,0.0,0.9952213,1.5842411e-12,1.6816628e-30,False
1206.jpg,4,3,2,1.6056213e-15,0.0,0.9952213,1.5842411e-12,1.6816628e-30,False
1207.jpg,4,3,3,7.904667e-19,2.8372983e-34,3.0257593e-06,0.95869577,2.4472045e-24,False
1207.jpg,4,3,3,5.459856e-29,1.1607193e-12,4.814196e-27,3.2545002e-05,2.6633995e-29,True
1209.jpg,0,3,3,0.6326239,3.2823136e-31,3.0428774e-13,0.9644872,1.8811864e-34,False
1209.jpg,4,4,3,3.669207e-24,8.864959e-22,4.899261e-23,7.4439768e-06,8.072796e-32,True
121.jpg,0,3,3,6.27985e-13,2.1726811e-09,2.0315229e-23,0.9999738,5.113527e-30,False
1210.jpg,4,3,1,0.0,0.999684,3.5614544e-36,0.021527855,1.1119802e-33,False
1211.jpg,4,3,2,2.3868215e-34,4.0278873e-30,1.0,1.7582646e-07,1.0039535e-35,False
1211.jpg,4,3,2,1.4660228e-30,0.0,0.03565523,0.0006645771,6.949409e-36,False
1212.jpg,3,3,3,1.0093066e-27,4.467884e-28,1.8146014e-10,1.0,6.272665e-29,False
1212.jpg,4,2,2,6.504076e-37,1.1793833e-18,0.99998665,9.930073e-06,1.19927745e-33,False
1212.jpg,4,3,3,1.0093066e-27,4.467884e-28,1.8146014e-10,1.0,6.272665e-29,False
1213.jpg,1,1,1,1.083299e-27,1.0,1.07304455e-14,0.9999999,1.05295405e-26,True
1213.jpg,4,1,1,1.083299e-27,1.0,1.07304455e-14,0.9999999,1.05295405e-26,True
1214.jpg,4,2,2,0.0,0.0,1.0,3.9293113e-06,5.1116947e-37,False
1214.jpg,4,2,2,8.553945e-23,3.0039957e-11,1.0,4.973803e-08,1.3288365e-26,False
1214.jpg,4,2,2,0.0,0.0,1.0,3.9293113e-06,5.1116947e-37,False
1215.jpg,2,2,2,8.5081e-36,0.0,1.0,4.3147673e-12,1.3186235e-30,False
1215.jpg,4,2,2,7.400121e-28,2.6409796e-29,1.0,7.6624053e-07,3.1359858e-24,False
1215.jpg,4,2,2,8.5081e-36,0.0,1.0,4.3147673e-12,1.3186235e-30,False
1216.jpg,4,3,0,1.807334e-10,0.0,0.0,3.3696972e-11,2.5733374e-34,True
1217.jpg,2,3,3,3.00093e-16,1.4357396e-28,9.447287e-30,0.9780117,1.3152175e-30,False
1217.jpg,4,3,1,0.0,1.17698935e-08,3.632767e-20,2.424358e-15,3.145326e-27,True
1218.jpg,4,2,3,2.2684438e-33,8.179502e-11,0.11584716,0.9183699,3.7018017e-36,False
1218.jpg,4,2,2,3.1455386e-29,6.862361e-31,1.0,1.1360347e-05,1.9007468e-29,False
1218.jpg,4,2,3,2.2684438e-33,8.179502e-11,0.11584716,0.9183699,3.7018017e-36,False
1219.jpg,4,3,3,1.1490114e-35,6.172167e-36,1.854237e-23,0.00043483393,1.5078782e-34,True
1219.jpg,4,3,3,3.0194293e-08,6.888607e-26,3.0623248e-16,0.013393958,3.4941878e-33,True
1219.jpg,4,3,3,1.1490114e-35,6.172167e-36,1.854237e-23,0.00043483393,1.5078782e-34,True
122.jpg,3,3,3,1.4707866e-19,1.6307269e-36,1.3483028e-31,9.102741e-07,2.1633754e-33,True
1220.jpg,4,3,3,7.501341e-18,3.3244444e-13,2.1295642e-21,0.99999905,1.2721074e-34,False
1220.jpg,4,3,3,4.3982715e-17,3.0516584e-10,1.1965654e-14,0.9999974,9.817736e-31,False
1220.jpg,4,3,3,7.501341e-18,3.3244444e-13,2.1295642e-21,0.99999905,1.2721074e-34,False
1221.jpg,4,4,1,0.0,0.9103768,0.0,2.510605e-24,2.382219e-34,False
1222.jpg,0,0,0,0.99999857,8.3573164e-32,9.826729e-31,4.5885874e-05,5.3488243e-36,False
1222.jpg,4,0,0,0.96487993,0.0,0.0,1.572364e-21,4.163417e-34,False
1222.jpg,4,0,0,0.99999857,8.3573164e-32,9.826729e-31,4.5885874e-05,5.3488243e-36,False
1223.jpg,4,3,0,1.0,0.0,2.1291466e-09,8.651043e-07,6.001024e-32,False
1223.jpg,4,3,0,0.0031561945,3.5966127e-35,4.803181e-08,4.442784e-12,4.1814567e-31,True
1223.jpg,4,3,0,1.0,0.0,2.1291466e-09,8.651043e-07,6.001024e-32,False
1224.jpg,0,3,0,0.19777855,0.0,6.908479e-10,6.196834e-13,9.341528e-31,False
1224.jpg,4,3,0,0.19777855,0.0,6.908479e-10,6.196834e-13,9.341528e-31,False
1225.jpg,4,4,3,0.0,9.56969e-25,7.673998e-23,1.0906364e-15,7.54066e-37,True
1226.jpg,4,4,3,0.0,1.6380477e-27,2.506123e-27,2.2169026e-17,3.685862e-30,True
1226.jpg,4,0,3,2.2499099e-15,1.1018031e-35,0.38453108,0.99999964,4.0337695e-33,False
1227.jpg,1,1,1,5.9267456e-13,0.99990404,0.0,6.481008e-25,0.0,False
1227.jpg,4,1,1,5.9267456e-13,0.99990404,0.0,6.481008e-25,0.0,False
1228.jpg,4,2,2,8.970986e-13,1.4966853e-35,0.9999969,0.78064495,1.509998e-32,False
1228.jpg,4,3,3,6.5585033e-18,1.5769111e-21,2.7531575e-08,0.00018769091,8.6442394e-33,True
1228.jpg,4,2,2,8.970986e-13,1.4966853e-35,0.9999969,0.78064495,1.509998e-32,False
1229.jpg,3,3,3,4.151172e-20,1.091718e-24,5.11085e-17,1.0,3.137275e-26,False
1229.jpg,4,4,3,3.3333267e-32,3.381092e-19,1.133292e-36,1.2190187e-18,2.439804e-31,True
1229.jpg,4,3,3,4.151172e-20,1.091718e-24,5.11085e-17,1.0,3.137275e-26,False
1230.jpg,3,4,1,1.9368837e-28,2.9983295e-18,1.3154597e-28,4.044485e-30,3.986414e-31,True
1230.jpg,4,3,3,1.6409491e-20,1.1982554e-29,0.0015557536,1.0,2.2025482e-24,False
1231.jpg,2,3,3,2.939245e-13,2.0477183e-34,1.1378875e-07,0.9999211,9.328581e-28,False
1231.jpg,4,3,3,2.939245e-13,2.0477183e-34,1.1378875e-07,0.9999211,9.328581e-28,False
1232.jpg,0,0,0,0.99999976,9.548276e-27,2.9064796e-18,0.92600816,3.708537e-32,False
1232.jpg,4,4,1,4.4359207e-29,6.915324e-13,8.801505e-23,2.795284e-14,3.1412353e-28,True
1233.jpg,4,0,0,1.0,2.1997776e-31,1.5412441e-16,5.9789254e-33,8.085055e-34,False
1233.jpg,4,2,3,1.9069124e-14,2.5044144e-18,8.576272e-13,0.9991019,2.5804963e-32,False
1233.jpg,4,2,3,1.9069124e-14,2.5044144e-18,8.576272e-13,0.9991019,2.5804963e-32,False
1234.jpg,4,2,2,7.874179e-34,0.0,0.90383154,2.5522576e-07,7.782908e-29,False
1234.jpg,4,3,3,3.8301846e-18,3.8472883e-33,1.625964e-12,1.3289471e-06,5.5895597e-32,True
1234.jpg,4,2,2,7.874179e-34,0.0,0.90383154,2.5522576e-07,7.782908e-29,False
1235.jpg,1,3,1,5.5076362e-36,0.0002559198,4.1993557e-18,1.3696292e-13,9.5933344e-26,True
1235.jpg,4,1,1,4.309336e-32,1.0,6.605473e-13,1.8945504e-21,1.0821243e-30,False
1235.jpg,4,1,1,1.270899e-35,1.0,0.0,2.244745e-26,8.712234e-26,False
1236.jpg,4,4,3,9.55205e-15,7.466264e-38,2.2009862e-31,1.10642905e-10,1.8617007e-30,True
1237.jpg,4,3,0,0.99999976,1.9193598e-32,1.3445996e-16,2.4062997e-06,8.651176e-31,False
1237.jpg,4,2,2,1.2937565e-21,6.7230195e-21,0.0010320963,5.950021e-05,3.0814337e-26,True
1238.jpg,4,1,1,1.7441282e-31,1.0,0.0,3.0872406e-22,1.0895278e-27,False
1238.jpg,4,1,1,1.7441282e-31,1.0,0.0,3.0872406e-22,1.0895278e-27,False
1238.jpg,4,1,1,1.7441282e-31,1.0,0.0,3.0872406e-22,1.0895278e-27,False
1239.jpg,0,1,1,0.0,0.079582766,9.541567e-29,8.872582e-12,6.2040406e-34,False
1239.jpg,4,1,1,0.0,0.079582766,9.541567e-29,8.872582e-12,6.2040406e-34,False
124.jpg,3,3,3,1.7074467e-09,0.0,1.4098868e-08,0.9608572,3.0311079e-31,False
1240.jpg,4,4,3,0.0,6.330593e-23,1.0277064e-28,4.1122414e-13,6.1245085e-36,True
1240.jpg,4,0,0,0.95728654,1.0691489e-32,2.0598745e-22,0.070069835,3.8989742e-31,False
1240.jpg,4,4,3,0.0,1.7541238e-38,1.5732015e-24,0.99931204,1.1669669e-29,False
1241.jpg,4,3,2,4.790951e-33,0.0,1.0,4.1266918e-16,1.3946049e-30,False
1241.jpg,4,3,2,1.1961316e-37,1.1151273e-34,1.0,7.7691064e-16,4.0464477e-36,False
1241.jpg,4,3,2,4.790951e-33,0.0,1.0,4.1266918e-16,1.3946049e-30,False
1242.jpg,1,1,1,0.0,1.0,6.213271e-36,5.9060666e-11,4.0659821e-25,False
1242.jpg,4,1,1,0.0,1.0,6.213271e-36,5.9060666e-11,4.0659821e-25,False
1243.jpg,3,3,3,2.870577e-13,3.5709977e-10,3.9204768e-33,0.9984995,1.0579733e-29,False
1243.jpg,4,4,1,8.702976e-39,0.008388502,6.555989e-22,1.2794287e-16,1.5294667e-30,True
1243.jpg,4,3,3,2.870577e-13,3.5709977e-10,3.9204768e-33,0.9984995,1.0579733e-29,False
1244.jpg,2,4,3,1.5376943e-12,5.104507e-36,9.048478e-19,2.7239545e-07,1.7030003e-28,True
1244.jpg,4,4,3,8.5665697e-26,0.0,1.8110203e-24,0.00016832646,1.5765063e-31,True
1244.jpg,4,4,3,1.5376943e-12,5.104507e-36,9.048478e-19,2.7239545e-07,1.7030003e-28,True
1245.jpg,4,3,3,7.661582e-19,9.858568e-31,4.869329e-19,1.0,1.0331883e-31,False
1245.jpg,4,3,2,1.7299756e-22,2.9084698e-22,0.99975735,1.4413638e-10,5.4883004e-28,False
1245.jpg,4,3,3,7.661582e-19,9.858568e-31,4.869329e-19,1.0,1.0331883e-31,False
1246.jpg,4,3,3,1.0034265e-05,5.9025955e-27,1.3486895e-15,0.9998816,1.5901805e-31,False
1246.jpg,4,0,0,0.86021477,0.0,2.8108416e-18,1.0326524e-16,1.7754546e-34,False
1246.jpg,4,3,3,1.0034265e-05,5.9025955e-27,1.3486895e-15,0.9998816,1.5901805e-31,False
1247.jpg,4,3,0,0.99957603,0.0,7.510892e-10,1.1045531e-24,1.2494635e-36,False
1247.jpg,4,4,3,8.442573e-08,8.420746e-39,7.379968e-27,0.0030109715,2.385651e-31,True
1247.jpg,4,3,0,0.99957603,0.0,7.510892e-10,1.1045531e-24,1.2494635e-36,False
1248.jpg,1,4,3,1.3603257e-11,3.4019506e-32,2.7507179e-11,4.7509624e-05,1.4705304e-24,True
1248.jpg,4,4,1,3.6912894e-32,1.685965e-09,1.4004299e-10,4.564065e-18,3.899085e-35,True
1248.jpg,4,4,1,3.6912894e-32,1.685965e-09,1.4004299e-10,4.564065e-18,3.899085e-35,True
1249.jpg,2,2,2,1.8418371e-30,0.0,1.0,0.99996555,8.400219e-30,True
1249.jpg,4,3,3,8.705388e-19,5.422751e-26,3.613131e-11,8.152214e-11,9.178808e-35,True
1249.jpg,4,2,2,1.8418371e-30,0.0,1.0,0.99996555,8.400219e-30,True
125.jpg,3,2,2,2.6771454e-33,1.17410504e-17,0.002444854,2.2237733e-08,9.8338645e-29,True
1250.jpg,4,2,3,8.9116796e-30,6.9577384e-21,0.0008476626,0.0019183352,8.428188e-27,True
1250.jpg,4,0,0,1.0,1.8014067e-26,5.1690806e-18,0.15906884,3.412579e-34,False
1251.jpg,4,3,1,1.567568e-27,0.674492,1.4651315e-33,9.409232e-23,0.0,False
1251.jpg,4,3,3,1.2753178e-21,0.0,1.17976826e-29,0.059888486,4.917159e-31,False
1251.jpg,4,4,3,6.162489e-39,1.3919445e-19,0.0,7.457004e-18,3.5717358e-31,True
1252.jpg,3,3,1,2.1877792e-29,1.3079089e-21,0.0,7.789984e-27,2.957026e-35,True
1252.jpg,4,3,3,0.0,2.937078e-23,2.5932902e-21,0.0020833793,5.6432184e-28,True
1253.jpg,2,2,2,1.1274509e-33,1.4686281e-34,1.0,1.0030127e-18,6.417319e-24,False
1253.jpg,4,2,2,1.1274509e-33,1.4686281e-34,1.0,1.0030127e-18,6.417319e-24,False
1254.jpg,1,3,3,3.4716602e-22,2.7160443e-14,6.64279e-37,0.0008447514,6.8549933e-28,True
1254.jpg,4,1,1,0.0,1.0,0.0,5.260075e-29,3.6595723e-26,False
1255.jpg,0,1,1,3.7610555e-37,8.219344e-06,6.523835e-21,1.2862869e-09,5.17134e-29,True
1255.jpg,4,0,0,4.7447697e-06,2.9784194e-22,1.7821146e-06,5.805808e-13,1.9619616e-33,True
1255.jpg,4,1,1,3.7610555e-37,8.219344e-06,6.523835e-21,1.2862869e-09,5.17134e-29,True
1256.jpg,2,4,3,0.0,1.2769374e-38,3.687301e-35,3.163166e-22,1.5159793e-37,True
1257.jpg,0,2,3,5.344131e-22,0.0,0.009788496,1.0,8.953592e-30,False
1257.jpg,4,0,0,1.0,0.0,7.126934e-10,5.357618e-09,1.6832617e-29,False
1257.jpg,4,2,3,5.344131e-22,0.0,0.009788496,1.0,8.953592e-30,False
1258.jpg,4,1,3,7.828696e-31,3.7316816e-10,6.7844237e-18,0.22374338,5.264178e-26,False
1258.jpg,4,3,3,3.9107033e-09,2.4292532e-24,3.404597e-18,0.5557484,3.8659526e-28,False
1258.jpg,4,1,3,7.828696e-31,3.7316816e-10,6.7844237e-18,0.22374338,5.264178e-26,False
1259.jpg,4,3,3,3.6981526e-25,2.281335e-22,1.7171107e-35,0.9997236,5.5407156e-38,False
1259.jpg,4,3,3,3.3565258e-16,0.0,1.0516125e-09,0.9634791,1.01928665e-32,False
126.jpg,0,0,0,1.0,0.0,8.802573e-17,1.4676777e-05,9.805558e-34,False
1260.jpg,3,3,3,6.9200467e-13,0.0,3.0996168e-16,1.0,8.040614e-33,False
1260.jpg,4,3,3,7.819211e-22,0.0,8.517982e-19,0.265225,9.336484e-28,False
1260.jpg,4,3,3,8.504514e-10,0.0,1.3085363e-12,0.9999999,1.3548153e-30,False
1261.jpg,4,2,3,2.2561555e-25,1.333352e-24,0.0069883545,0.9996886,1.0167121e-24,False
1261.jpg,4,2,3,4.2776235e-34,3.0288322e-30,1.4910476e-07,0.015850173,3.5684677e-31,True
1261.jpg,4,2,3,2.2561555e-25,1.333352e-24,0.0069883545,0.9996886,1.0167121e-24,False
1262.jpg,4,4,1,2.3875713e-24,1.2422969e-13,3.176844e-21,9.3971316e-18,2.0368645e-28,True
1262.jpg,4,1,1,1.2218025e-33,0.99024826,5.103112e-26,1.3942964e-30,6.2654836e-31,False
1262.jpg,4,1,1,1.2218025e-33,0.99024826,5.103112e-26,1.3942964e-30,6.2654836e-31,False
1263.jpg,4,3,1,6.161218e-32,0.9980343,0.0,5.644744e-14,3.9683206e-35,False
1263.jpg,4,4,3,7.2025244e-08,8.986135e-22,0.0,0.99423873,1.8067058e-26,False
1264.jpg,3,3,3,7.5557445e-23,8.0523847e-22,7.016445e-24,1.0,0.0,False
1265.jpg,3,4,3,0.0,0.0,4.4767335e-30,2.4074382e-06,9.650379e-32,True
1265.jpg,4,3,3,2.3878947e-06,0.0,2.8914177e-18,1.0,3.9631337e-34,False
1265.jpg,4,4,3,0.0,0.0,4.4767335e-30,2.4074382e-06,9.650379e-32,True
1266.jpg,2,3,3,4.596959e-29,6.364887e-36,0.0,1.1154377e-05,2.0985577e-35,True
1266.jpg,4,2,2,2.468964e-27,1.8885552e-35,1.0,3.5717202e-17,1.8098507e-34,False
1266.jpg,4,3,3,4.596959e-29,6.364887e-36,0.0,1.1154377e-05,2.0985577e-35,True
